Timestamp,RMSSD,RSP
10.0,12.649110640673518,0.0
20.0,21.47867159144935,0.0
30.0,21.633307652783937,
40.0,31.162107166828804,
50.0,19.67000485279785,
60.0,21.47867159144935,
70.0,15.80652250958932,0.0
